batch,peel,minimum_threshold,selected_threshold,target_fdr,estimated_fdr,positive_local_maxima,negative_local_maxima,positive_count_above_floor,negative_count_above_floor,negative_to_positive_floor_ratio,selected_target_count,selected_decoy_count,accepted_events,positive_score_max,negative_score_max,domain,exact_fdr
3,6,8.0,15.20863437652588,0.05,0.0479233227670192,464,482,464,477,1.0280172413793105,313,14,313,26.076828002929688,19.00146484375,raw_native_fdr,0.04792332268370607
3,7,8.0,15.054909706115724,0.05,0.0481283403933048,468,473,468,465,0.9935897435897436,187,8,187,25.82954406738281,18.167388916015625,raw_native_fdr,0.0481283422459893
3,8,8.0,14.17112636566162,0.05,0.0476190485060215,483,468,483,460,0.9523809523809524,273,12,273,22.90068626403809,15.393197059631348,raw_native_fdr,0.047619047619047616
3,9,8.0,15.407116889953612,0.05,0.0333333350718021,467,465,467,452,0.9678800856531048,30,0,30,20.00364112854004,15.393197059631348,raw_native_fdr,0.03333333333333333
3,10,8.0,inf,0.05,inf,471,463,471,450,0.9554140127388536,0,0,0,18.25183486938477,15.393197059631348,raw_native_fdr,
4,0,8.0,30.91203498840332,0.05,0.0480349361896514,484,442,484,441,0.9111570247933884,229,10,229,61.66154098510742,35.45694732666016,raw_native_fdr,0.048034934497816595
4,1,8.0,22.69864654541016,0.05,0.0488505735993385,469,454,469,453,0.9658848614072496,348,16,348,46.81957244873047,27.72422409057617,raw_native_fdr,0.04885057471264368
4,2,8.0,18.94719696044922,0.05,0.0489130429923534,465,471,465,467,1.0043010752688173,368,17,368,38.35935592651367,27.09487533569336,raw_native_fdr,0.04891304347826087
4,3,8.0,18.490222930908203,0.05,0.0478087663650512,449,471,449,465,1.0356347438752784,251,11,251,31.2963809967041,22.62627410888672,raw_native_fdr,0.04780876494023904
4,4,8.0,17.88699722290039,0.05,0.0462962947785854,456,479,456,472,1.0350877192982455,216,9,216,27.14067268371582,22.2363395690918,raw_native_fdr,0.046296296296296294
4,5,8.0,16.996789932250977,0.05,0.0489795915782451,467,477,467,469,1.0042826552462527,245,11,245,25.84033203125,22.2363395690918,raw_native_fdr,0.04897959183673469
4,6,8.0,18.011444091796875,0.05,0.0377358496189117,470,480,470,470,1.0,53,1,53,23.178298950195312,18.796913146972656,raw_native_fdr,0.03773584905660377
4,7,8.0,15.823725700378418,0.05,0.0487804859876632,472,483,472,473,1.0021186440677967,246,11,246,21.521982192993164,18.796913146972656,raw_native_fdr,0.04878048780487805
4,8,8.0,inf,0.05,inf,462,478,462,467,1.0108225108225108,0,0,0,20.23828887939453,19.230663299560547,raw_native_fdr,
5,0,8.0,26.35308837890625,0.05,0.0450160764157772,472,445,472,443,0.9385593220338984,311,13,311,64.48381805419922,34.976444244384766,raw_native_fdr,0.04501607717041801
5,1,8.0,23.49465751647949,0.05,0.0476190485060215,448,449,448,441,0.984375,231,10,231,49.25241470336914,34.976444244384766,raw_native_fdr,0.047619047619047616
5,2,8.0,19.5528564453125,0.05,0.0489510484039783,455,459,455,448,0.9846153846153848,286,13,286,42.203948974609375,28.076122283935547,raw_native_fdr,0.04895104895104895
5,3,8.0,18.17470359802246,0.05,0.0496183224022388,469,455,469,440,0.9381663113006397,262,12,262,37.62891387939453,24.37454414367676,raw_native_fdr,0.04961832061068702
5,4,8.0,17.122106552124023,0.05,0.0484581515192985,472,453,472,434,0.9194915254237288,227,10,227,27.64968681335449,24.37454414367676,raw_native_fdr,0.048458149779735685
5,5,8.0,16.742706298828125,0.05,0.0469798669219017,483,461,482,433,0.8983402489626556,149,6,149,27.01202774047852,24.37454414367676,raw_native_fdr,0.04697986577181208
5,6,8.0,inf,0.05,inf,489,464,488,436,0.8934426229508197,0,0,0,23.806774139404297,21.6127986907959,raw_native_fdr,
6,0,8.0,25.88846969604492,0.05,0.046875,471,443,471,441,0.9363057324840764,320,14,320,63.36364364624024,33.24445724487305,raw_native_fdr,0.046875
6,1,8.0,22.176528930664062,0.05,0.0496453903615474,463,460,463,457,0.9870410367170628,282,13,282,46.91247177124024,27.332130432128903,raw_native_fdr,0.04964539007092199
6,2,8.0,18.846973419189453,0.05,0.049342107027769,473,455,473,452,0.955602536997886,304,14,304,35.87930679321289,24.945146560668945,raw_native_fdr,0.049342105263157895
6,3,8.0,17.789758682250977,0.05,0.0494296588003635,480,462,480,455,0.9479166666666666,263,12,263,34.127662658691406,24.945146560668945,raw_native_fdr,0.049429657794676805
6,4,8.0,17.179914474487305,0.05,0.0493273548781871,474,460,474,453,0.9556962025316456,223,10,223,28.897361755371094,22.010366439819336,raw_native_fdr,0.04932735426008968
6,5,8.0,19.626066207885746,0.05,0.050000000745058,474,464,474,456,0.9620253164556962,20,0,20,26.452491760253903,19.60464096069336,raw_native_fdr,0.05
6,6,8.0,inf,0.05,inf,479,467,479,459,0.9582463465553236,0,0,0,25.81588554382324,19.60464096069336,raw_native_fdr,
7,0,8.0,30.53109169006348,0.05,0.0465116277337074,474,441,474,439,0.9261603375527426,215,9,215,60.36181640625,44.7977180480957,raw_native_fdr,0.046511627906976744
7,1,8.0,21.81664276123047,0.05,0.0495356023311615,469,452,469,448,0.9552238805970148,323,15,323,46.5169563293457,31.855640411376957,raw_native_fdr,0.04953560371517028
7,2,8.0,19.938669204711918,0.05,0.0490566045045852,467,436,467,428,0.9164882226980728,265,12,265,36.99116897583008,30.97458839416504,raw_native_fdr,0.04905660377358491
7,3,8.0,19.23741149902344,0.05,0.0481927692890167,470,440,470,430,0.9148936170212766,166,7,166,34.12760543823242,30.021026611328125,raw_native_fdr,0.04819277108433735
7,4,8.0,inf,0.05,inf,472,443,472,432,0.9152542372881356,0,0,0,31.64969062805176,30.021026611328125,raw_native_fdr,
8,0,8.0,25.40966796875,0.05,0.0449101813137531,474,431,474,430,0.9071729957805909,334,14,334,67.85408782958984,33.329219818115234,raw_native_fdr,0.04491017964071856
8,1,8.0,19.95147705078125,0.05,0.0479041934013366,459,438,459,436,0.9498910675381264,334,15,334,42.76773071289063,28.079730987548828,raw_native_fdr,0.04790419161676647
8,2,8.0,18.204702377319336,0.05,0.0485436879098415,461,443,461,435,0.9436008676789588,309,14,309,35.49536895751953,22.970014572143555,raw_native_fdr,0.04854368932038835
8,3,8.0,18.86237907409668,0.05,0.0479452051222324,477,448,477,437,0.9161425576519916,146,6,146,33.31174087524414,21.43404960632324,raw_native_fdr,0.04794520547945205
8,4,8.0,16.09103775024414,0.05,0.050000000745058,480,448,480,436,0.9083333333333332,320,15,320,33.170677185058594,21.43404960632324,raw_native_fdr,0.05
8,5,8.0,14.998287200927734,0.05,0.049342107027769,479,451,479,435,0.908141962421712,304,14,304,29.94264030456543,17.363746643066406,raw_native_fdr,0.049342105263157895
8,6,8.0,15.85524845123291,0.05,0.0434782616794109,463,459,463,435,0.9395248380129588,92,3,92,23.514873504638672,17.327539443969727,raw_native_fdr,0.043478260869565216
8,7,8.0,inf,0.05,inf,471,463,471,439,0.9320594479830148,0,0,0,22.24091911315918,17.327539443969727,raw_native_fdr,
9,0,8.0,30.771425247192383,0.05,0.050000000745058,477,432,477,431,0.9035639412997905,220,10,220,62.065425872802734,36.3792839050293,raw_native_fdr,0.05
9,1,8.0,21.512075424194336,0.05,0.0463215261697769,462,429,462,428,0.9264069264069263,367,16,367,43.27363204956055,31.6145133972168,raw_native_fdr,0.04632152588555858
9,2,8.0,18.879375457763672,0.05,0.0465116277337074,456,428,456,425,0.9320175438596492,344,15,344,37.57365417480469,31.6145076751709,raw_native_fdr,0.046511627906976744
9,3,8.0,18.82113075256348,0.05,0.050000000745058,457,430,457,426,0.9321663019693656,220,10,220,32.189292907714844,24.47568130493164,raw_native_fdr,0.05
9,4,8.0,17.108274459838867,0.05,0.0471014492213726,449,424,449,420,0.935412026726058,276,12,276,29.00857162475586,24.47568130493164,raw_native_fdr,0.04710144927536232
9,5,8.0,17.29913902282715,0.05,0.0460526309907436,453,437,453,431,0.9514348785871964,152,6,152,27.51130104064941,24.47568130493164,raw_native_fdr,0.046052631578947366
9,6,8.0,16.16789436340332,0.05,0.0493273548781871,466,438,466,432,0.927038626609442,223,10,223,24.731346130371094,24.475685119628903,raw_native_fdr,0.04932735426008968
9,7,8.0,18.123947143554688,0.05,0.0333333350718021,451,443,451,434,0.9623059866962306,30,0,30,23.954246520996094,18.116851806640625,raw_native_fdr,0.03333333333333333
9,8,8.0,15.491410255432127,0.05,0.0471204183995723,455,445,455,436,0.9582417582417584,191,8,191,23.374141693115234,18.116851806640625,raw_native_fdr,0.04712041884816754
9,9,8.0,inf,0.05,inf,468,453,468,440,0.9401709401709402,0,0,0,22.5482120513916,18.116851806640625,raw_native_fdr,
10,0,8.0,31.52509307861328,0.05,0.0476190485060215,472,457,472,457,0.9682203389830508,210,9,210,70.22085571289062,36.416351318359375,raw_native_fdr,0.047619047619047616
10,1,8.0,22.57146453857422,0.05,0.0493827164173126,476,460,476,460,0.9663865546218487,405,19,405,48.69445037841797,35.85639953613281,raw_native_fdr,0.04938271604938271
10,2,8.0,20.52344512939453,0.05,0.0498533733189106,457,456,457,456,0.9978118161925602,341,16,341,37.923336029052734,26.969356536865234,raw_native_fdr,0.04985337243401759
10,3,8.0,18.76317024230957,0.05,0.0482315123081207,463,460,463,459,0.9913606911447084,311,14,311,31.49629592895508,26.969356536865234,raw_native_fdr,0.04823151125401929
10,4,8.0,17.79229164123535,0.05,0.0487804859876632,464,465,464,462,0.9956896551724138,287,13,287,27.661571502685547,24.46140480041504,raw_native_fdr,0.04878048780487805
10,5,8.0,inf,0.05,inf,463,470,463,464,1.0021598272138228,0,0,0,27.474462509155277,24.46140480041504,raw_native_fdr,
11,0,8.0,26.26052474975586,0.05,0.046439629048109,470,432,470,430,0.9148936170212766,323,14,323,61.2103271484375,35.06119155883789,raw_native_fdr,0.04643962848297214
11,1,8.0,21.25788307189941,0.05,0.0497076027095317,472,446,472,444,0.940677966101695,342,16,342,45.29027938842773,24.38101959228516,raw_native_fdr,0.049707602339181284
11,2,8.0,21.57999420166016,0.05,0.0481283403933048,468,447,468,443,0.9465811965811964,187,8,187,34.91743850708008,24.375850677490234,raw_native_fdr,0.0481283422459893
11,3,8.0,18.19140625,0.05,0.0488599352538585,464,454,464,450,0.9698275862068966,307,14,307,33.297508239746094,24.375850677490234,raw_native_fdr,0.048859934853420196
11,4,8.0,18.85443115234375,0.05,0.0451127812266349,452,446,452,442,0.9778761061946902,133,5,133,31.484251022338867,24.375850677490234,raw_native_fdr,0.045112781954887216
11,5,8.0,17.22467613220215,0.05,0.0459183678030967,461,446,461,442,0.9587852494577006,196,8,196,29.81504249572754,21.570253372192383,raw_native_fdr,0.04591836734693878
11,6,8.0,15.530795097351074,0.05,0.0481099672615528,468,446,468,438,0.935897435897436,291,13,291,25.08061981201172,18.51050567626953,raw_native_fdr,0.048109965635738834
11,7,8.0,14.74123764038086,0.05,0.0487804859876632,462,457,461,442,0.9587852494577006,246,11,246,22.203872680664062,17.620100021362305,raw_native_fdr,0.04878048780487805
11,8,8.0,inf,0.05,inf,468,470,467,451,0.9657387580299786,0,0,0,21.21047019958496,17.620100021362305,raw_native_fdr,
12,0,8.0,33.44356155395508,0.05,0.0497237555682659,460,436,460,436,0.9478260869565216,181,8,181,64.02989196777344,54.74477767944336,raw_native_fdr,0.049723756906077346
12,1,8.0,27.44300651550293,0.05,0.0479704812169075,469,454,469,454,0.9680170575692963,271,12,271,50.46856689453125,36.75112915039063,raw_native_fdr,0.04797047970479705
12,2,8.0,22.922828674316406,0.05,0.0484848469495773,474,460,474,460,0.9704641350210972,330,15,330,37.02570724487305,31.37566947937012,raw_native_fdr,0.048484848484848485
12,3,8.0,inf,0.05,inf,458,466,458,465,1.01528384279476,0,0,0,33.62322998046875,29.47574234008789,raw_native_fdr,
13,0,8.0,29.8751277923584,0.05,0.0470085479319095,462,433,462,433,0.9372294372294372,234,10,234,66.1178207397461,33.67264175415039,raw_native_fdr,0.04700854700854701
13,1,8.0,22.28954315185547,0.05,0.0494505502283573,467,440,467,440,0.9421841541755888,364,17,364,49.67843246459961,30.17475700378418,raw_native_fdr,0.04945054945054945
13,2,8.0,20.399742126464844,0.05,0.0496894419193267,466,452,466,450,0.965665236051502,322,15,322,40.99236679077149,25.626686096191406,raw_native_fdr,0.049689440993788817
13,3,8.0,19.143123626708984,0.05,0.0492424257099628,471,448,471,446,0.9469214437367304,264,12,264,30.804807662963867,22.94485092163086,raw_native_fdr,0.04924242424242424
13,4,8.0,18.25399208068848,0.05,0.0478260852396488,467,449,467,446,0.9550321199143468,230,10,230,27.84654235839844,21.49644470214844,raw_native_fdr,0.04782608695652174
13,5,8.0,19.14268493652344,0.05,0.0416666679084301,475,448,475,443,0.9326315789473684,72,2,72,26.78596305847168,21.49644470214844,raw_native_fdr,0.041666666666666664
13,6,8.0,16.74196434020996,0.05,0.0487804859876632,480,450,480,444,0.925,287,13,287,26.41371154785156,21.40639877319336,raw_native_fdr,0.04878048780487805
13,7,8.0,15.502775192260742,0.05,0.0496453903615474,471,444,471,436,0.9256900212314224,282,13,282,25.121368408203125,17.908157348632812,raw_native_fdr,0.04964539007092199
13,8,8.0,17.939659118652344,0.05,0.0454545468091964,474,453,474,443,0.9345991561181436,22,0,22,24.212217330932617,17.908157348632812,raw_native_fdr,0.045454545454545456
13,9,8.0,inf,0.05,inf,476,452,476,442,0.9285714285714286,0,0,0,21.04163932800293,17.77419662475586,raw_native_fdr,
14,0,8.0,25.25514411926269,0.05,0.0484330467879772,465,438,465,438,0.9419354838709676,351,16,351,63.277339935302734,37.81568908691406,raw_native_fdr,0.04843304843304843
14,1,8.0,20.62433433532715,0.05,0.0490463227033615,467,450,467,449,0.961456102783726,367,17,367,47.1209602355957,28.051912307739254,raw_native_fdr,0.04904632152588556
14,2,8.0,18.475736618041992,0.05,0.0454545468091964,463,452,463,451,0.9740820734341252,330,14,330,38.10808563232422,21.04356575012207,raw_native_fdr,0.045454545454545456
14,3,8.0,17.3286190032959,0.05,0.0489510484039783,461,470,461,467,1.0130151843817787,286,13,286,28.71219825744629,19.536523818969727,raw_native_fdr,0.04895104895104895
14,4,8.0,16.490894317626953,0.05,0.046875,460,468,460,464,1.008695652173913,256,11,256,27.40745735168457,19.536523818969727,raw_native_fdr,0.046875
14,5,8.0,16.51064109802246,0.05,0.0465116277337074,457,474,457,466,1.0196936542669583,129,5,129,26.307981491088867,17.96859359741211,raw_native_fdr,0.046511627906976744
14,6,8.0,14.921340942382812,0.05,0.0486891381442546,470,474,470,466,0.9914893617021276,267,12,267,22.89360237121582,17.96859359741211,raw_native_fdr,0.04868913857677903
14,7,8.0,14.564875602722168,0.05,0.0492610819637775,455,472,455,459,1.0087912087912088,203,9,203,22.510995864868164,16.474407196044922,raw_native_fdr,0.04926108374384237
14,8,8.0,14.290545463562012,0.05,0.0466666668653488,463,474,462,459,0.9935064935064936,150,6,150,19.839744567871094,16.474407196044922,raw_native_fdr,0.04666666666666667
14,9,8.0,13.546652793884276,0.05,0.0495867766439914,461,473,460,455,0.9891304347826086,242,11,242,18.226055145263672,14.998708724975586,raw_native_fdr,0.049586776859504134
14,10,8.0,14.889663696289062,0.05,0.0476190485060215,475,482,474,459,0.9683544303797468,21,0,21,17.179704666137695,14.874153137207031,raw_native_fdr,0.047619047619047616
14,11,8.0,inf,0.05,inf,476,482,475,459,0.9663157894736842,0,0,0,16.413301467895508,14.874153137207031,raw_native_fdr,
15,0,8.0,27.49127769470215,0.05,0.049342107027769,461,443,461,442,0.9587852494577006,304,14,304,65.01136779785156,36.84225845336914,raw_native_fdr,0.049342105263157895
15,1,8.0,21.4968204498291,0.05,0.0489913560450077,464,439,464,438,0.9439655172413792,347,16,347,42.72272491455078,31.443603515625,raw_native_fdr,0.04899135446685879
15,2,8.0,19.664276123046875,0.05,0.0488599352538585,458,447,458,441,0.962882096069869,307,14,307,37.44384765625,27.294754028320312,raw_native_fdr,0.048859934853420196
15,3,8.0,19.29975700378418,0.05,0.0487804859876632,478,448,477,440,0.9224318658280922,205,9,205,33.24421691894531,22.587785720825195,raw_native_fdr,0.04878048780487805
15,4,8.0,16.90070915222168,0.05,0.0490797534584999,483,449,482,439,0.9107883817427386,326,15,326,30.30796241760254,22.587785720825195,raw_native_fdr,0.049079754601226995
15,5,8.0,inf,0.05,inf,472,453,471,440,0.9341825902335456,0,0,0,28.909189224243164,21.98263359069824,raw_native_fdr,
16,0,8.0,27.024059295654297,0.05,0.0481481477618217,471,446,471,443,0.940552016985138,270,12,270,61.520729064941406,38.62440872192383,raw_native_fdr,0.04814814814814815
16,1,8.0,20.7353572845459,0.05,0.0487106032669544,487,457,487,453,0.9301848049281314,349,16,349,41.51349258422852,29.76678276062012,raw_native_fdr,0.04871060171919771
16,2,8.0,20.04067039489746,0.05,0.0480000004172325,496,458,496,451,0.9092741935483872,250,11,250,35.376861572265625,23.47026634216309,raw_native_fdr,0.048
16,3,8.0,18.234081268310547,0.05,0.0485829971730709,486,455,486,446,0.9176954732510288,247,11,247,29.64373207092285,23.754619598388672,raw_native_fdr,0.048582995951417005
16,4,8.0,18.745864868164062,0.05,0.0399999991059303,468,456,468,446,0.9529914529914528,75,2,75,29.5157527923584,20.13169479370117,raw_native_fdr,0.04
16,5,8.0,16.597707748413086,0.05,0.050000000745058,478,460,478,450,0.9414225941422594,260,12,260,24.41753196716309,20.0087947845459,raw_native_fdr,0.05
16,6,8.0,15.296175956726074,0.05,0.047244094312191,475,460,475,442,0.9305263157894736,254,11,254,22.25863265991211,18.722658157348636,raw_native_fdr,0.047244094488188976
16,7,8.0,15.227696418762209,0.05,0.050000000745058,480,458,480,435,0.90625,120,5,120,20.52234268188477,16.543073654174805,raw_native_fdr,0.05
16,8,8.0,inf,0.05,inf,487,462,487,438,0.8993839835728953,0,0,0,19.00027656555176,16.543073654174805,raw_native_fdr,
17,0,8.0,27.463327407836918,0.05,0.0449826978147029,479,442,479,440,0.918580375782881,289,12,289,65.2073745727539,41.98740768432617,raw_native_fdr,0.04498269896193772
17,1,8.0,22.162277221679688,0.05,0.050000000745058,461,442,461,440,0.9544468546637744,320,15,320,49.96277618408203,30.23102569580078,raw_native_fdr,0.05
17,2,8.0,21.495258331298828,0.05,0.0470085479319095,471,443,471,440,0.9341825902335456,234,10,234,39.11367416381836,27.55414390563965,raw_native_fdr,0.04700854700854701
17,3,8.0,17.980730056762695,0.05,0.0487804859876632,468,439,468,436,0.9316239316239316,328,15,328,31.930818557739254,25.41791534423828,raw_native_fdr,0.04878048780487805
17,4,8.0,18.20001983642578,0.05,0.0465116277337074,471,452,471,447,0.9490445859872612,172,7,172,29.46476173400879,25.41791534423828,raw_native_fdr,0.046511627906976744
17,5,8.0,16.72787094116211,0.05,0.0495867766439914,473,453,473,448,0.9471458773784356,242,11,242,26.48123550415039,19.019105911254883,raw_native_fdr,0.049586776859504134
17,6,8.0,14.858108520507812,0.05,0.0497076027095317,470,447,470,439,0.9340425531914892,342,16,342,25.4919376373291,18.54641532897949,raw_native_fdr,0.049707602339181284
17,7,8.0,15.414408683776855,0.05,0.0458015277981758,455,454,455,443,0.9736263736263736,131,5,131,24.56131935119629,18.51216125488281,raw_native_fdr,0.04580152671755725
17,8,8.0,14.473159790039062,0.05,0.050000000745058,472,457,472,444,0.940677966101695,200,9,200,24.502809524536133,17.72859764099121,raw_native_fdr,0.05
17,9,8.0,inf,0.05,inf,477,447,477,434,0.909853249475891,0,0,0,21.15886116027832,17.72859764099121,raw_native_fdr,
18,0,8.0,29.326292037963867,0.05,0.0483271367847919,474,443,474,443,0.9345991561181436,269,12,269,63.29009628295898,33.20823287963867,raw_native_fdr,0.048327137546468404
18,1,8.0,21.85830307006836,0.05,0.0480000004172325,458,445,458,445,0.9716157205240176,375,17,375,39.85131454467773,29.947729110717773,raw_native_fdr,0.048
18,2,8.0,20.59764862060547,0.05,0.0484429076313972,465,445,465,445,0.956989247311828,289,13,289,35.57615280151367,24.226154327392575,raw_native_fdr,0.04844290657439446
18,3,8.0,18.76572608947754,0.05,0.0495049506425857,458,456,458,455,0.9934497816593888,303,14,303,32.31642532348633,24.226154327392575,raw_native_fdr,0.04950495049504951
18,4,8.0,16.943525314331055,0.05,0.0481927692890167,465,464,465,463,0.9956989247311828,332,15,332,29.69289970397949,24.226154327392575,raw_native_fdr,0.04819277108433735
18,5,8.0,16.589799880981445,0.05,0.0446428582072258,446,457,446,455,1.0201793721973094,224,9,224,29.414182662963867,24.226154327392575,raw_native_fdr,0.044642857142857144
18,6,8.0,17.046411514282227,0.05,0.041237112134695,451,467,451,464,1.0288248337028825,97,3,97,28.045774459838867,24.226154327392575,raw_native_fdr,0.041237113402061855
18,7,8.0,16.198030471801758,0.05,0.0466666668653488,453,463,453,459,1.0132450331125828,150,6,150,23.67446517944336,17.994070053100586,raw_native_fdr,0.04666666666666667
18,8,8.0,15.183856010437012,0.05,0.0487804859876632,466,471,466,466,1.0,246,11,246,21.247020721435547,17.994070053100586,raw_native_fdr,0.04878048780487805
18,9,8.0,inf,0.05,inf,466,464,466,456,0.9785407725321889,0,0,0,20.92859649658203,16.96748924255371,raw_native_fdr,
19,0,8.0,32.28146743774414,0.05,0.0476190485060215,479,440,479,440,0.918580375782881,210,9,210,62.74234771728516,37.2049674987793,raw_native_fdr,0.047619047619047616
19,1,8.0,24.277557373046875,0.05,0.0463768132030963,480,441,480,441,0.91875,345,15,345,49.45016098022461,33.36266326904297,raw_native_fdr,0.0463768115942029
19,2,8.0,21.103668212890625,0.05,0.0498442351818084,462,433,462,433,0.9372294372294372,321,15,321,43.91350555419922,26.13851356506348,raw_native_fdr,0.04984423676012461
19,3,8.0,21.45747184753418,0.05,0.0496894419193267,467,441,467,440,0.9421841541755888,161,7,161,35.747161865234375,26.13851356506348,raw_native_fdr,0.049689440993788817
